tanggal,tahun,bulan,h2_ppb,ch4_ppb,co2_ppm,co_ppb,delta_h2,target_h2_delta,delta_co,delta_ch4,delta_co2,rasio_h2_co,h2_lag1,h2_lag2,sin_bulan,cos_bulan
2010-11-01,2010,11,549.14,1809.89,383.58,99.57,0.40999999999996817,0.40999999999996817,-3.210000000000008,11.970000000000027,1.2799999999999727,-0.1277258566978091,548.73,543.7,-0.5000000000000004,0.8660254037844384
2010-12-01,2010,12,545.96,1836.7,384.65,104.32,-3.17999999999995,-3.17999999999995,4.75,26.809999999999945,1.0699999999999932,-0.6694736842105158,549.14,548.73,-2.4492935982947064e-16,1.0
2011-01-01,2011,1,547.16,1850.56,386.43,141.56,1.1999999999999318,1.1999999999999318,37.24000000000001,13.8599999999999,1.7800000000000296,0.03222341568206046,545.96,549.14,0.49999999999999994,0.8660254037844387
2011-02-01,2011,2,552.54,1856.11,385.58,185.39,5.3799999999999955,5.3799999999999955,43.829999999999984,5.5499999999999545,-0.8500000000000227,0.12274697695642248,547.16,545.96,0.8660254037844386,0.5000000000000001
2011-03-01,2011,3,552.6587499999999,1857.0783333333331,385.98125,183.87249999999997,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675451485,552.54,547.16,1.0,6.123233995736766e-17
2011-04-01,2011,4,552.7774999999999,1858.0466666666666,386.3825,182.355,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333334758,0.40125000000000455,-0.07825370675451632,552.6587499999999,552.54,0.8660254037844387,-0.4999999999999998
2011-05-01,2011,5,552.89625,1859.0149999999999,386.78375,180.83749999999998,0.11875000000009095,0.11875000000009095,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675458977,552.7774999999999,552.6587499999999,0.49999999999999994,-0.8660254037844387
2011-06-01,2011,6,553.015,1859.9833333333331,387.185,179.32,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333332484,0.40125000000000455,-0.07825370675451632,552.89625,552.7774999999999,1.2246467991473532e-16,-1.0
2011-07-01,2011,7,553.13375,1860.9516666666666,387.58625,177.80249999999998,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333334758,0.40125000000000455,-0.07825370675451485,553.015,552.89625,-0.4999999999999997,-0.8660254037844388
2011-08-01,2011,8,553.2524999999999,1861.9199999999998,387.98749999999995,176.285,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333332484,0.4012499999999477,-0.07825370675451632,553.13375,553.015,-0.8660254037844385,-0.5000000000000004
2011-09-01,2011,9,553.3712499999999,1862.8883333333333,388.38874999999996,174.76749999999998,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333334758,0.40125000000000455,-0.07825370675451485,553.2524999999999,553.13375,-1.0,-1.8369701987210297e-16
2011-10-01,2011,10,553.49,1863.8566666666666,388.78999999999996,173.25,0.11875000000009095,0.11875000000009095,-1.517499999999984,0.9683333333332484,0.40125000000000455,-0.07825370675459123,553.3712499999999,553.2524999999999,-0.8660254037844386,0.5000000000000001
2011-11-01,2011,11,553.60875,1864.8249999999998,389.19124999999997,171.7325,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675451485,553.49,553.3712499999999,-0.5000000000000004,0.8660254037844384
2011-12-01,2011,12,553.7275,1865.7933333333333,389.5925,170.215,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333334758,0.40125000000000455,-0.07825370675451632,553.60875,553.49,-2.4492935982947064e-16,1.0
2012-01-01,2012,1,553.8462499999999,1866.7616666666665,389.99375,168.6975,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675451485,553.7275,553.60875,0.49999999999999994,0.8660254037844387
2012-02-01,2012,2,553.9649999999999,1867.73,390.395,167.18,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333334758,0.40125000000000455,-0.07825370675451632,553.8462499999999,553.7275,0.8660254037844386,0.5000000000000001
2012-03-01,2012,3,554.08375,1868.6983333333333,390.79625,165.6625,0.11875000000009095,0.11875000000009095,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675458977,553.9649999999999,553.8462499999999,1.0,6.123233995736766e-17
2012-04-01,2012,4,554.2025,1869.6666666666665,391.1975,164.14499999999998,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675451485,554.08375,553.9649999999999,0.8660254037844387,-0.4999999999999998
2012-05-01,2012,5,554.32125,1870.635,391.59875,162.6275,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333334758,0.40125000000000455,-0.07825370675451632,554.2025,554.08375,0.49999999999999994,-0.8660254037844387
2012-06-01,2012,6,554.4399999999999,1871.6033333333332,392.0,161.10999999999999,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333332484,0.40125000000000455,-0.07825370675451485,554.32125,554.2025,1.2246467991473532e-16,-1.0
2012-07-01,2012,7,554.55875,1872.5716666666665,392.40125,159.5925,0.11875000000009095,0.11875000000009095,-1.517499999999984,0.9683333333332484,0.40125000000000455,-0.07825370675459123,554.4399999999999,554.32125,-0.4999999999999997,-0.8660254037844388
2012-08-01,2012,8,554.6775,1873.54,392.8025,158.075,0.11874999999997726,0.11874999999997726,-1.5175000000000125,0.9683333333334758,0.40125000000000455,-0.07825370675451485,554.55875,554.4399999999999,-0.8660254037844385,-0.5000000000000004
2012-09-01,2012,9,554.79625,1874.5083333333332,393.20374999999996,156.5575,0.11874999999997726,0.11874999999997726,-1.517499999999984,0.9683333333332484,0.4012499999999477,-0.07825370675451632,554.6775,554.55875,-1.0,-1.8369701987210297e-16
